
0	1.76951	7.26587	1.20680	
1	1.98303	7.29810	0.301699	
2	1.95907	7.20903	0.892483	
3	1.84801	6.80079	0.888332	
4	1.50644	5.53927	0.728406	
5	0.867192	3.18825	0.421868	
6	0.322111	1.19496	0.159133	
7	0.0917699	0.355281	0.0478719	
